企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
,,,,,,,,,,,,,,  建筑,,,,,  01618,  中國冶金科工股份有限公司,  Metallurgical Corporation of China Ltd.,  http://www.mccchina.com  ,  主板,  中国冶金科工股份有限公司是一家主要从事工程建设相关业务的中国公司。该公司的主要业务包括工程承包、房地产开发、资源开发及装备制造等。该公司的工程承包业务主要包括冶金工程、市政工程、交通设施和城市基础设施建设等。其房地产开发业务主要包括商业和住宅房地产的开发和建设。其资源开发业务主要包括铁、铜、镍、铅和锌等矿产的开采和加工业务。其装备制造业务主要包括制造冶金设备和钢结构等。,  2871000000,  国文清,  香港中央结算（代理人）有限公司,  周纪昌(独立非执行董事) 国文清(董事长) 国文清(执行董事) 张孟星(执行董事) 余海龙(独立非执行董事) 闫爱中(非执行董事) 闫爱中(职工代表董事) 吴嘉宁(独立非执行董事),  伍秀薇\曾刚,  北京市朝阳区曙光西里28号,  北京市朝阳区曙光西里28号,  香港中央证券登记有限公司,  大信会计师事务所（特殊普通合伙）,  中国银行（香港）有限公司,"  嘉源律师事务所,瑞生国际律师事务所",  ir@mccchina.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  石油及天然气,,,,,  01621,  域高國際控股有限公司,  Vico International Holdings Limited,  http://www.vicointernational.hk,  主板,"  域高国际控股有限公司是一家主要从事销售柴油的投资控股公司。连同其子公司,公司通过四大分部运营。销售柴油分部从事提供车辆引擎的汽车柴油,及为机器和发电机提供动力的工业用柴油。销售润滑油分部从事销售自有品牌润滑油,及对外采购的第三方品牌产品。提供车队咭服务分部从事推销车队咭,持咭人可以此在网络油站购买柴油或汽油以及润滑油及润滑脂。销售其他产品分部主要从事销售沥青及煤油。",  1000000000,  许沛盛,  骏朗,  谢涌海(独立非执行董事) 王俊文(非执行董事) 许沛盛(执行董事) 许沛盛(主席) 汤敏华(执行董事) 许业豪(执行董事) 许颖雯(执行董事) 江文豪(执行董事) 梁浩志(独立非执行董事) 陈政深(独立非执行董事),  倪洁芳\陈诗婷,"  Second Floor, Century Yard, Cricket Square P.O. Box 902, Grand Cayman, KY1-1103 Cayman Islands",  香港长沙湾长裕街10号亿京广场二期11楼D室,  卓佳证券登记有限公司,  信永中和（香港）会计师事务所有限公司,"  创兴银行有限公司,中国银行（香港）有限公司","  康德明律师事务所(Conyers Dill & Pearman),礼德齐伯礼律师行",  cs@vicointernational.hk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  医疗保健,,,,,  02269,  藥明生物技術有限公司,  WuXi Biologics (Cayman) Inc.,  http://www.wuxibiologics.com,  主板,"  药明生物技术有限公司是一家主要提供生物制剂发现、开发及生产服务的投资控股公司。该公司的技术平台包括WuXiBody TM双特异抗体技术平台及抗体偶联药物(ADC)技术平台等。其引入多个新项目至研发管线。该公司有疫苗生产基地,为客户生产疫苗以供应全球市场。该公司于中国市场及北美,欧洲和其他海外市场开展业务。",  4245377033,  李革,  New WuXi Life Science Holdings Limited,  郭德明(独立非执行董事) 吴亦兵(非执行董事) 陈智胜(执行董事) 周伟昌(执行董事) 李革(非执行董事) 李革(主席) 曹彦凌(非执行董事) William Robert Keller(独立非执行董事) 赵宁(非执行董事) Kenneth Walton Hitchner III(独立非执行董事),  黄跃\岑影文,  PO Box 309 Ugland House Grand Cayman KY1-1104 Cayman Islands,  香港皇后大道东183号合和中心54楼,  卓佳证券登记有限公司,  德勤·关黄陈方会计师行,"  花旗银行香港分行,交通银行,中国建设银行",  方达律师事务所,  info@wuxibiologics.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  公用事业,,,,,  02281,  瀘州市興瀘水務(集團)股份有限公司,"  Luzhou Xinglu Water (Group) Co., Ltd.",  http://www.lzss.com,  主板,  泸州市兴泸水务(集团)股份有限公司是一家主要从事自来水供应与相关安装维护服务、污水处理服务和施工服务的有限责任公司。该公司经营两个主营业务部门。自来水供应部门主要从事自来水供应及相关施工、安装和维护服务。污水处理部门主要提供污水处理服务和相关施工服务。,  214940000,  张歧,  华宝信托有限责任公司,  郑学启(独立非执行董事) 张歧(执行董事) 张歧(主席) 廖星樾(执行董事) 王君华(执行董事) 徐燕(非执行董事) 辜明安(独立非执行董事) 林兵(独立非执行董事) 谢欣(非执行董事) 陈兵(非执行董事),  陈永忠\吴咏珊,  中国四川省泸州市江阳区百子路16号,  香港湾仔皇后大道东248号大新金融中心40楼,  香港中央证券登记有限公司,  德勤·关黄陈方会计师行,"  交通银行股份有限公司,泸州市商业银行,中国工商银行",  陆继锵律师事务所与摩根路易斯律师事务所联营,  lzxlwaterstock@lzss.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  酒店、赌场及消闲设施,,,,,  02282,  美高梅中國控股有限公司,  MGM China Holdings Limited,  http://mgmchinaholdings.com,  主板,  美高梅中国控股有限公司是一家主要在香港从事开发及经营娱乐场幸运博彩业务的投资控股公司。该公司还从事经营其他娱乐场博彩、相关酒店及度假村设施，以及发展综合度假村业务。该公司经营的娱乐场业务包括VIP（贵宾）博彩业务、主场地赌枱博彩业务和角子机业务。该公司通过其子公司还从事提供酒店管理服务及行政服务业务。,  3800000001,  何超琼;William Joseph Hornbuckle,"  MGM International, LLC",  刘志敏(独立非执行董事) 何超琼(董事长) 何超琼(执行董事) 黄春猷(执行董事) William Joseph Hornbuckle(董事长) William Joseph Hornbuckle(执行董事) 黄林诗韵(独立非执行董事) Russell Francis Banham(独立非执行董事) 冯小峰(非执行董事) John M. McManus(执行董事) 孟生(独立非执行董事) Daniel J. Taylor(非执行董事) Ayesha Khanna Molino(非执行董事) Halkyar,  Antonio Jose Menano\黄慧儿,"  One Nexus Way, Camana Bay, Grand Cayman, KY1-9005, Cayman Islands",  香港中环干诺道中200号招商局大厦1402室,  香港中央证券登记有限公司,  德勤·关黄陈方会计师行,  美国银行美林,"  DSL律师事务所,Herbert Smith Freehills",  ir@mgmchinaholdings.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  工业工程,,,,,  02283,  東江集團(控股)有限公司,  TK Group (Holdings) Limited,  http://www.tkmold.com,  主板,  东江集团（控股）有限公司是一家投资控股公司，主要在中华人民共和国（中国）从事模具及注塑组件的制造、销售、代工、制作及修改业务。该公司在中国、东南亚和香港、欧洲、美国及日本等地运营业务。该公司通过两个业务部门运营：模具制作部和注塑组件制造部。,  833260000,  李沛良,  集东,  钟志平(独立非执行董事) 曾华光(独立非执行董事) 李沛良(执行董事) 李沛良(主席) 翁建翔(执行董事) 李良耀(执行董事) 张芳华(执行董事) 梁蕴庄(独立非执行董事),  张芳华,  Cricket Square Hutchins Drive PO Box 2681 Grand Cayman KY1-1111 Cayman Islands,  香港新界荃湾青山道491-501号嘉力工业中心B座9楼19号车间,  卓佳证券登记有限公司,  罗兵咸永道会计师事务所,"  大新银行有限公司,东亚银行有限公司,中国建设银行股份有限公司深圳分行，公明支行,中信银行股份有限公司深圳分行,市民中心支行,星展银行（香港）有限公司,花旗银行,香港上海滙丰银行有限公司，澳门分行","  Conyers Dill & Pearman (Cayman) Limited,君道律师事务所,盛德律师事务所",  ir@mgmchinaholdings.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  地产,,,,,  02286,  辰興發展控股有限公司,  Chen Xing Development Holdings Limited,  http://www.chen-xing.cn,  主板,  辰兴发展控股有限公司是一家投资控股公司，主要在中国从事物业开发业务。该公司专注于开发包括住宅及商业的综合型开发项目。产品包括高端住宅、联排别墅、商场和写字楼。该公司通过其子公司还从事制造及安装窗户业务。,  599999989,  白选奎,  张林弟,  裘永清(独立非执行董事) 田华(独立非执行董事) 董世光(执行董事) 白国华(执行董事) 白武魁(执行董事) 白选奎(执行董事) 白选奎(主席) 高建华(独立非执行董事),  吴咏珊,"  Cricket Square, Hutchins Drive, PO Box 2681 Grand Cayman, KY1-1111, Cayman Islands",  香港湾仔皇后大道东248号大新金融中心40楼,  香港中央证券登记有限公司,  安永会计师事务所,"  中国银行股份有限公司,中国工商银行股份有限公司,中国建设银行股份有限公司,中国招商银行股份有限公司,晋中银行股份有限公司","  竞天公诚律师事务所,山西鼎正律师事务所",  cxfz@chen-xing.cn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  软件服务,,,,,  03888,  金山軟件有限公司,  Kingsoft Corporation Limited,  http://www.kingsoft.com,  主板,  金山软件有限公司是一家投资控股公司。该公司主要通过两个业务部门运营业务。娱乐软件分部主要从事研究及开发网络游戏以及提供网络游戏、手机游戏及休閒游戏服务业务。办公软件分部主要提供设计、研究、开发以及销售推广办公软件产品及服务。该公司还提供包括云计算机、存储和交付、以及基于云的综合解决方案服务。,  1372728717,  雷军,  Color Link Management Limited,  吴育强(执行董事) 刘炽平(非执行董事) 求伯君(非执行董事) 雷军(非执行董事) 雷军(主席) 王舜德(独立非执行董事) 邹涛(执行董事) 武文洁(独立非执行董事) 邓元鋆(独立非执行董事),  吴育强\吕虹燏,"  Windward 3, Regatta Office Park PO Box 1350 Grand Cayman KY1-1108 Cayman Islands",  香港九龙尖沙咀海港城港威大厦第5座32楼3208室,  香港中央证券登记有限公司,  安永会计师事务所,"  中信银行股份有限公司,北京银行股份有限公司,交通银行股份有限公司,招商银行股份有限公司,中国工商银行（亚洲）有限公司",  贝克·麦坚时律师事务所,  ir@kingsoft.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  农业产品,,,,,  03889,  大成糖業控股有限公司,  Global Sweeteners Holdings Limited,  http://www.global-sweeteners.com,  主板,  大成糖业控股有限公司是一家主要从事玉米提炼产品及玉米甜味剂的的生产和销售的投资控股公司。该公司通过两个分部经营业务。玉米提炼产品分部从事玉米淀粉、蛋白粉、玉米油及其他玉米提炼产品的生产及销售。玉米甜味剂分部从事葡萄糖浆、麦芽糖浆、高果糖浆和麦芽糊精的生产及销售。,  1527586000,  张子华,  现代农业产业投资有限公司,  卢炯宇(独立非执行董事) 张子华(董事会代理主席) 张子华(执行董事) 方伟豪(独立非执行董事) 范烨然(独立非执行董事) 台树滨(执行董事),  陈昇辉,  Cricket Square Hutchins Drive P.O. Box 2681 Grand Cayman KY1－ 1111 Cayman Islands,  香港九龙红磡红鸾道18号祥祺中心A座10楼1002室,  卓佳证券登记有限公司,  中审众环（香港）会计师事务所有限公司,  中国银行（香港）,  赵不渝、马国强律师事务所,  contact@global-sweeteners.com,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  支援服务,,,,,  03893,  易緯集團控股有限公司,  CROSSTEC Group Holdings Limited,  http://www.crosstec.com.hk,  主板,  易纬集团控股有限公司是一家香港投资控股公司。该公司及其子公司主要从事木制品、家具与幕墙制造的贸易，并提供室内设计、项目咨询和内部解决方案服务。该公司的子公司包括Crosstec (BVI) Limited、Crosstec Group Limited、Crosstec International Limited、Crosstec Interiors Limited、Crosstec Trading Shenzhen Company Limited和CX (Macau) Limited等公司。该公司主要在香,  720000000,  李伟生,  ,  幸正权(独立非执行董事) 李伟生(执行董事) 李伟生(主席) 刘敬乐(执行董事) 梁伯然(执行董事) 苏智恒(独立非执行董事) 梁慕珊(执行董事) 曾浩贤(独立非执行董事) 成伟业(独立非执行董事),  刘敬乐,"  Windward 3, Regatta Office Park PO Box 1350 Grand Cayman KY1-1108 Cayman Islands",  香港北角英皇道625号20楼,  卓佳证券登记有限公司,  立信德豪会计师事务所有限公司,  ,  ,  info@crosstec.com.hk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  酒店、赌场及消闲设施,,,,,  08232,  Classified Group (Holdings) Limited,  Classified Group (Holdings) Limited,  http://www.classifiedgroup.com.hk,  创业板,"  本公司是一家总部位于香港的餐饮集团,主要从事休閒餐厅及全方位服务环境的西餐经营。",  446000000,  黄子超,"  Mak Siu Hang, Viola",  余文耀(独立非执行董事) 陈建强(独立非执行董事) 黄子超(执行董事) 黄子超(主席) 庞建贻(执行董事) 吴晋辉(独立非执行董事) 李启良(执行董事) VASTINE Mael(执行董事),  梁燕辉,"  Cricket Square, Hutchins Drive P.O. Box 2681 Grand Cayman KY1-1111 Cayman Islands",  香港黄竹坑道30号长德工业大厦2楼,  联合证券登记有限公司,  香港立信德豪会计师事务所有限公司,  恒生银行有限公司,  鸿鹄律师事务所,  ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,  酒店、赌场及消闲设施,,,,,  08237,  華星控股有限公司,  Link Holdings Limited,  http://www.linkholdingslimited.com,  创业板,  该公司的主要业务为投资控股。该公司及其附属公司主要在新加坡从事华星酒店业务。,  3490000000,  颜奕,  Vertic Holdings Limited,  陆东全(独立非执行董事) 陈素权(独立非执行董事) 颜奕(执行董事) 颜奕(主席) 汤木清(独立非执行董事) 萧柏涛(执行董事) 张硕(非执行董事) 赵国明(非执行董事) 林建国(非执行董事),  汤庆华,"  Cricket Square Hutchins Drive P.O. Box 2681 Grand Cayman, KY1-1111 Cayman Islands",  香港上环干诺道中168至200号信德中心西座35楼3503室,  卓佳证券登记有限公司,  香港立信德豪会计师事务所有限公司,  星展银行有限公司,"  Conyers Dill & Pearman (Cayman) Limited,Ery Yunasri & Partners,李智聪律师事务所,依莱雅斯大律师楼",  links@joviancomm.com,,,,,,,,,,,,,,,,,,,,
